empresa,nicho,cidade,telefone,email,site,google_maps_url
"Moura Galvão Advogados Associados","escritório de advocacia","Rua Miguel Calmon nº 61, Edf. Ouro Preto, Salas 601/602 - Comércio, Salvador - BA, 40015-010","07133272299","mouragalvaoadvogados@hotmail.com","http://www.mouragalvao.com/","https://www.google.com.br/maps/place/Moura+Galv%C3%A3o+Advogados+Associados/data=!4m7!3m6!1s0x71604e6bcefe80f:0xfa650203c9825c6d!8m2!3d-12.969605!4d-38.510492!16s%2Fg%2F1tcxvfj9!19sChIJD-jvvOYEFgcRbVyCyQMCZfo?authuser=0&hl=pt-BR&rclk=1"
"Ygor Rodrigues Advogados - Salvador Bahia","escritório de advocacia","Rua Dr. José Serafim 62, Edf. Betel, 401 - Barra, Salvador - BA, 40140-890","071984231566","contato@yradv.com.br","https://yradv.com.br/","https://www.google.com.br/maps/place/Ygor+Rodrigues+Advogados+-+Salvador+Bahia/data=!4m7!3m6!1s0x71603289f150a6b:0xea2bf2c3af48cf3c!8m2!3d-13.0043659!4d-38.5239721!16s%2Fg%2F11rwjbqdbj!19sChIJawoVnygDFgcRPM9Ir8PyK-o?authuser=0&hl=pt-BR&rclk=1"
"Habib Advocacia - Salvador BA","escritório de advocacia","Salvador Shopping Business, Torre América - Conjunto 302/303, Alameda Salvador, 1057 - Caminho das Árvores, Salvador - BA, 41820-020","07133410791","contato@habibadvocacia.com.br","https://habibadvocacia.com.br/","https://www.google.com.br/maps/place/Habib+Advocacia+-+Salvador+BA/data=!4m7!3m6!1s0x7161b1b3918b567:0x5a03ee2872029931!8m2!3d-12.9792131!4d-38.4544163!16s%2Fg%2F11c1r71y8p!19sChIJZ7UYORsbFgcRMZkCcijuA1o?authuser=0&hl=pt-BR&rclk=1"
"Urbano Vitalino Advogados","escritório de advocacia","Av. Visc. de Suassuna, 639 - Santo Amaro, Recife - PE, 50050-540","08137974455","sp@urbanovitalino.com.br","http://www.urbanovitalino.com.br/","https://www.google.com.br/maps/place/Urbano+Vitalino+Advogados/data=!4m7!3m6!1s0x7ab18eb78a4c6f3:0x2a151e55183ce551!8m2!3d-8.0520903!4d-34.8872866!16s%2Fg%2F1tfrbd2m!19sChIJ88akeOsYqwcRUeU8GFUeFSo?authuser=0&hl=pt-BR&rclk=1"
"BLC Advogados","escritório de advocacia","Empresarial Iberbras - R. Ribeiro de Brito, 830 - Salas 1804-1806 - Boa Viagem, Recife - PE, 51021-310","081996030433","contato@blcadvogados.com.br","http://www.blcadvogados.com.br/","https://www.google.com.br/maps/place/BLC+Advogados/data=!4m7!3m6!1s0x7ab1ee0e2aeaaab:0xc147215520b8f9cd!8m2!3d-8.1228012!4d-34.9041811!16s%2Fg%2F11c585g05l!19sChIJq6qu4uAeqwcRzfm4IFUhR8E?authuser=0&hl=pt-BR&rclk=1"
"Da Fonte Advogados - unidade Recife","escritório de advocacia","Av. Antônio de Góes, 60 - Empresarial JCPM, Recife - PE, 51010-000","08121260092","contato@dafonteadv.com.br","http://www.dafonteadv.com.br/","https://www.google.com.br/maps/place/Da+Fonte+Advogados+-+unidade+Recife/data=!4m7!3m6!1s0x7ab18d007ffffd9:0x14700efbbeb837c1!8m2!3d-8.0896762!4d-34.8819002!16s%2Fg%2F1tfp2nqd!19sChIJ2f__B9AYqwcRwTe4vvsOcBQ?authuser=0&hl=pt-BR&rclk=1"
"Daniel Maia Advocacia","escritório de advocacia","R. Nunes Valente, 1309 - Aldeota, Fortaleza - CE, 60125-035","085988110000","daniel@danielmaiaadvocacia.com.br","https://www.danielmaiaadvocacia.com.br/","https://www.google.com.br/maps/place/Daniel+Maia+Advocacia/data=!4m7!3m6!1s0x7c749e2f9cdf2eb:0xc38c588e606a69e0!8m2!3d-3.7362528!4d-38.5035388!16s%2Fg%2F11fk1527qy!19sChIJ6_LN-eJJxwcR4GlqYI5YjMM?authuser=0&hl=pt-BR&rclk=1"
"Iagê Teixeira Advogados","escritório de advocacia","Condomínio Edifício C Rolim - Rua Pedro Borges 30, Sala, 706, Fortaleza - CE, 60055-110","085997761000","iage.adv@hotmail.com","https://iageteixeira.com.br/","https://www.google.com.br/maps/place/Iag%C3%AA+Teixeira+Advogados/data=!4m7!3m6!1s0x7c749fad44c043f:0x90f3e526a703ab99!8m2!3d-3.7281539!4d-38.5261144!16s%2Fg%2F11hgrr6px9!19sChIJPwRM1PpJxwcRmasDpybl85A?authuser=0&hl=pt-BR&rclk=1"
"Mendes Advogados Associados","escritório de advocacia","R. Nestor Fontenele Vasconcelos, 207 - Edson Queiroz, Fortaleza - CE, 60834-355","085996339943","contato@mendesadv.com.br","https://www.mendesadv.com.br/","https://www.google.com.br/maps/place/Mendes+Advogados+Associados/data=!4m7!3m6!1s0x7c748933f054d03:0x6c020fbbdba2e483!8m2!3d-3.7834507!4d-38.4790166!16s%2Fg%2F11b6jd12y7!19sChIJA00FP5NIxwcRg-Si27sPAmw?authuser=0&hl=pt-BR&rclk=1"
"Azevedo & Mesquita Advocacia Especializada","escritório de advocacia","Edifício Top Center - Av. Dom Luís, 880 - Salas 301 a 304 - Meireles, Fortaleza - CE, 60160-230","085999038888","haroldoazevedoadv@gmail.com","https://azevedoemesquita.com.br/","https://www.google.com.br/maps/place/Azevedo+%26+Mesquita+Advocacia+Especializada/data=!4m7!3m6!1s0x7c7492cd1aef701:0xd89b1e0e673b0640!8m2!3d-3.7345821!4d-38.4938096!16s%2Fg%2F11t2b4g0j7!19sChIJAfeu0SxJxwcRQAY7Zw4em9g?authuser=0&hl=pt-BR&rclk=1"
"Siqueira Guerra e Queiroz","escritório de advocacia","Av. Washington Soares, 1400 - Sala 402 e 403 - Edson Queiroz, Fortaleza - CE, 60810-350","085985010447","flags@2x.png","https://siqueiraguerra.adv.br/","https://www.google.com.br/maps/place/Siqueira+Guerra+e+Queiroz/data=!4m7!3m6!1s0x7c749b3c9e7cd19:0x11f4382138ec7216!8m2!3d-3.7712784!4d-38.4825694!16s%2Fg%2F11flzqwd7y!19sChIJGc3nybNJxwcRFnLsOCE49BE?authuser=0&hl=pt-BR&rclk=1"
"Ortega e Ieiri Advogados","advogado autônomo","R. Sete de Abril, 342 - 9º andar - República, São Paulo - SP, 01044-000","011946287767","atendimento@spadvogado.com.br","https://www.spadvogado.com.br/","https://www.google.com.br/maps/place/Ortega+e+Ieiri+Advogados/data=!4m7!3m6!1s0x94ce584e1929fe83:0x9dc9084130ee3da3!8m2!3d-23.5449243!4d-46.6417687!16s%2Fg%2F1vzg3c13!19sChIJg_4pGU5YzpQRoz3uMEEIyZ0?authuser=0&hl=pt-BR&rclk=1"
"Nakahashi Advogados Advogado Trabalhista","advogado autônomo","Av. Marquês de S. Vicente, 405 - Sala 606 - Barra Funda, São Paulo - SP, 01139-001","01133927510","contato@nakahashi.com.br","https://www.nakahashi.com.br/","https://www.google.com.br/maps/place/Nakahashi+Advogados+Advogado+Trabalhista/data=!4m7!3m6!1s0x94ce590f7efde98f:0xe08423507fe23d27!8m2!3d-23.5222544!4d-46.6638769!16s%2Fg%2F11j3vk0jt6!19sChIJj-n9fg9ZzpQRJz3if1AjhOA?authuser=0&hl=pt-BR&rclk=1"
"Mathias Cardoso Advogados","advogado autônomo","R. Pais Leme, 215 - Cjs. 1507 à 1509 - Pinheiros, São Paulo - SP, 05424-150","011945458210","contato@mathiascardoso.com.br","https://mathiascardoso.adv.br/","https://www.google.com.br/maps/place/Mathias+Cardoso+Advogados/data=!4m7!3m6!1s0x94ce57a0c83e600d:0x91bae6f581529802!8m2!3d-23.5686466!4d-46.6988871!16s%2Fg%2F11c55tppzk!19sChIJDWA-yKBXzpQRAphSgfXmupE?authuser=0&hl=pt-BR&rclk=1"
"Nakano Advocacia","advogado autônomo","R. Duarte de Azevedo, 284 - Conj. 21 - Santana, São Paulo - SP, 02036-021","01132539010","contato@nakanoadvogados.com.br","http://nakanoadvogados.com.br/","https://www.google.com.br/maps/place/Nakano+Advocacia/data=!4m7!3m6!1s0x94cef62f4d0c48fd:0x4162fd2944b1a5df!8m2!3d-23.5012014!4d-46.6229794!16s%2Fg%2F11bwn70wm9!19sChIJ_UgMTS_2zpQR36WxRCn9YkE?authuser=0&hl=pt-BR&rclk=1"
"💛🖤Advogado Rio de Janeiro - M & G Advogados - Família, Criminal, INSS, Consumidor, Civil, Trabalhista.","advogado autônomo","R. S. José, 40 - andar 4 - Centro, Rio de Janeiro - RJ, 20010-020","021998702613","magalhaesegomesadv@gmail.com","https://advogadoriodejaneiro.com/","https://www.google.com.br/maps/place/%F0%9F%92%9B%F0%9F%96%A4Advogado+Rio+de+Janeiro+-+M+%26+G+Advogados+-+Fam%C3%ADlia,+Criminal,+INSS,+Consumidor,+Civil,+Trabalhista./data=!4m7!3m6!1s0x997f5ef23ca103:0xbae3b14dcdf91682!8m2!3d-22.9051116!4d-43.1754555!16s%2Fg%2F11jcs6h__4!19sChIJA6E88l5_mQARghb5zU2x47o?authuser=0&hl=pt-BR&rclk=1"
"Portugal Simples","advogado autônomo","Av. Treze de Maio, 13 - sala 2.216 - Centro, Rio de Janeiro - RJ, 20031-901","021990403945","support@yourwebdepartment.com","http://www.portugalsimples.com.br/","https://www.google.com.br/maps/place/Portugal+Simples/data=!4m7!3m6!1s0x997f0aab2617b3:0xd2785a690d9102d0!8m2!3d-22.9094577!4d-43.1770263!16s%2Fg%2F11j8_rf_vw!19sChIJsxcmqwp_mQAR0AKRDWlaeNI?authuser=0&hl=pt-BR&rclk=1"
"Advogado BH","advogado autônomo","R. Araguari, 359 - Loja 75 - Centro, Belo Horizonte - MG, 30190-110","031991076612","andreabaeta@advogadabh.com","https://advogadobh.com/","https://www.google.com.br/maps/place/Advogado+BH/data=!4m7!3m6!1s0xa691186076363b:0xc9c6dc691207a82d!8m2!3d-19.9211397!4d-43.9486721!16s%2Fg%2F11g1w5tzs_!19sChIJOzZ2YBiRpgARLagHEmncxsk?authuser=0&hl=pt-BR&rclk=1"
"GMB Advogados - Direito do Consumidor e Contratos","advogado autônomo","Av. Raja Gabáglia, 2000 - sala 812, Torre 01 - Estoril, Belo Horizonte - MG, 30494-170","031992074555","contato@gmbadvogados.com","https://gmbadvogados.com/","https://www.google.com.br/maps/place/GMB+Advogados+-+Direito+do+Consumidor+e+Contratos/data=!4m7!3m6!1s0xa6999459f5cc31:0x6245a85c0f7687a1!8m2!3d-19.954955!4d-43.9595168!16s%2Fg%2F11m7bm3vp1!19sChIJMcz1WZSZpgARoYd2D1yoRWI?authuser=0&hl=pt-BR&rclk=1"
"Abras Moutran Advocacia - Advogado Trabalhista em BH","advogado autônomo","Av. Afonso Pena, 578 - Sala 305 - Centro, Belo Horizonte - MG, 30130-001","031983237137","contato@abrasmoutranadvocacia.com","https://advogadotrabalhistaembh.com/","https://www.google.com.br/maps/place/Abras+Moutran+Advocacia+-+Advogado+Trabalhista+em+BH/data=!4m7!3m6!1s0xa699fca1f8ad29:0x2b83fe59240ab8a8!8m2!3d-19.9186667!4d-43.9393385!16s%2Fg%2F12vrpxgj5!19sChIJKa34ofyZpgARqLgKJFn-gys?authuser=0&hl=pt-BR&rclk=1"
"Rajão Advogados","advogado autônomo","Rua Nelson Soares de Faria, 235 - Cidade Nova, Belo Horizonte - MG, 31170-030","031983203859","contato@rajaoadvogados.com","http://www.rajaoadvogados.com/","https://www.google.com.br/maps/place/Raj%C3%A3o+Advogados/data=!4m7!3m6!1s0xa69b5f0f5c78cb:0x463d993dc50a2f99!8m2!3d-19.8927955!4d-43.9272283!16s%2Fg%2F11r9fpz_hr!19sChIJy3hcD1-bpgARmS8KxT2ZPUY?authuser=0&hl=pt-BR&rclk=1"
"Leandro Fialho Advogados","advogado autônomo","R. Rio Grande do Norte, 1560 - Salas 701 e 702 - Savassi, Belo Horizonte - MG, 30130-138","03130804304","leandro@leandrofialhoadvogados.com.br","https://consultoriojuridico.com.br/","https://www.google.com.br/maps/place/Leandro+Fialho+Advogados/data=!4m7!3m6!1s0xa699e81ffc76cf:0x8e40c3cb91f8fb7b!8m2!3d-19.9395388!4d-43.9332729!16s%2Fg%2F11fyzbxys5!19sChIJz3b8H-iZpgARe_v4kcvDQI4?authuser=0&hl=pt-BR&rclk=1"
"Yamamoto Advogados","advogado autônomo","Rua Nunes Machado, nº 68, Edifício The Five Business, salas 802 e 803 - Centro, Curitiba - PR, 80250-000","04132243890","info@website.com","http://www.yamamoto.com.br/","https://www.google.com.br/maps/place/Yamamoto+Advogados/data=!4m7!3m6!1s0x94dce472358ec9cf:0x99b2bc8d13a26a09!8m2!3d-25.4381369!4d-49.2754104!16s%2Fg%2F1tj97khw!19sChIJz8mONXLk3JQRCWqiE428spk?authuser=0&hl=pt-BR&rclk=1"
"Advogada Porto Alegre - Isaura Ribeiro","advogado autônomo","R. Saldanha da Gama, 27 - São José, Porto Alegre - RS, 91520-630","051989040555","contato@isauraribeiroadvocacia.com.br","https://isauraribeiroadvocacia.com.br/","https://www.google.com.br/maps/place/Advogada+Porto+Alegre+-+Isaura+Ribeiro/data=!4m7!3m6!1s0x95199da9e1ba09d7:0x148d6080e2a85bf3!8m2!3d-30.0641022!4d-51.1704465!16s%2Fg%2F11h3nt2csh!19sChIJ1wm64amdGZUR81uo4oBgjRQ?authuser=0&hl=pt-BR&rclk=1"
"Sangiogo Advogados Associados","advogado autônomo","R. Ramiro Barcelos, 805 - Independência, Porto Alegre - RS, 90035-001","05133110406","faleconosco@sangiogoadvogados.com.br","https://www.sangiogoadvogados.com.br/","https://www.google.com.br/maps/place/Sangiogo+Advogados+Associados/data=!4m7!3m6!1s0x951979b03f7e6787:0xa32bc528704aa1b7!8m2!3d-30.0261997!4d-51.2097957!16s%2Fg%2F11g_37f53!19sChIJh2d-P7B5GZURt6FKcCjFK6M?authuser=0&hl=pt-BR&rclk=1"
"Aline Carvalho Advocacia","advogado autônomo","Av. Cristóvão Colombo, 2948 - sala 713 - Higienópolis, Porto Alegre - RS, 90540-072","051983459041","contato@alinecarvalho.com.br","http://alinecarvalho.com.br/","https://www.google.com.br/maps/place/Aline+Carvalho+Advocacia/data=!4m7!3m6!1s0x9519790e6180e837:0xf0b771f73ff4051!8m2!3d-30.0172903!4d-51.1911812!16s%2Fg%2F11c5rpjv33!19sChIJN-iAYQ55GZURUUD_cx93Cw8?authuser=0&hl=pt-BR&rclk=1"
"ANDREOLI ADVOGADOS","advogado autônomo","Av. Otto Niemeyer, 2001 - Camaquã, Porto Alegre - RS, 91910-001","051991535129","andreoliotto@gmail.com","http://andreoliadvogados.com/","https://www.google.com.br/maps/place/ANDREOLI+ADVOGADOS/data=!4m7!3m6!1s0x95198241b46e46f1:0x51e5977fffd33d8!8m2!3d-30.1051431!4d-51.2393208!16s%2Fg%2F11cp5sbm2g!19sChIJ8UZutEGCGZUR2DP9_3dZHgU?authuser=0&hl=pt-BR&rclk=1"
"Nogara & Gomes Advogados Associados","advogado autônomo","Av. Loureiro da Silva, nº 1940, sala 1906 bairro Cidade Baixa, Porto Alegre, RS, CEP:, Porto Alegre - RS, 90050-240","05133912242","nogara@nogara.com.br","http://nogara.com.br/","https://www.google.com.br/maps/place/Nogara+%26+Gomes+Advogados+Associados/data=!4m7!3m6!1s0x951978fc55b29429:0xccb37899eeb5c304!8m2!3d-30.0347856!4d-51.2232996!16s%2Fg%2F1tfmpkdy!19sChIJKZSyVfx4GZURBMO17pl4s8w?authuser=0&hl=pt-BR&rclk=1"
"Simone Gonçalves Advocacia | Direito Imobiliário | Imóveis e Condomínios","advogado autônomo","R. Luiz Afonso, 234 - Cidade Baixa, Porto Alegre - RS, 90050-310","051996874189","contato@simonegoncalves.com.br","http://simonegoncalves.com.br/","https://www.google.com.br/maps/place/Simone+Gon%C3%A7alves+Advocacia+%7C+Direito+Imobili%C3%A1rio+%7C+Im%C3%B3veis+e+Condom%C3%ADnios/data=!4m7!3m6!1s0x95197829e2a93aa1:0x2f80767311ca924f!8m2!3d-30.0392781!4d-51.2211204!16s%2Fg%2F11fx95w1zw!19sChIJoTqp4il4GZURT5LKEXN2gC8?authuser=0&hl=pt-BR&rclk=1"
"Gregoire Gularte Advogados","advogado autônomo","Av. Praia de Belas, 1212 - 1613 - Praia de Belas, Porto Alegre - RS, 90110-000","05132493649","contato@gregoiregularte.adv.br","https://gregoiregularte.adv.br/","https://www.google.com.br/maps/place/Gregoire+Gularte+Advogados/data=!4m7!3m6!1s0x951982421b855245:0x23c8dc5db381c3d1!8m2!3d-30.0495217!4d-51.2276213!16s%2Fg%2F11xb_mm5m!19sChIJRVKFG0KCGZUR0cOBs13cyCM?authuser=0&hl=pt-BR&rclk=1"
"Daniel Leite - Escritório de Advocacia","advogado autônomo","St. Central ED. Central - Gama, Brasília - DF, 72404-923","061994445985","danielleitte.adv@gmail.com","https://www.advocaciadanielleite.com/","https://www.google.com.br/maps/place/Daniel+Leite+-+Escrit%C3%B3rio+de+Advocacia/data=!4m7!3m6!1s0x935981b877f198eb:0xbee25d473a4573b8!8m2!3d-16.018589!4d-48.065742!16s%2Fg%2F11x1qssyj7!19sChIJ65jxd7iBWZMRuHNFOkdd4r4?authuser=0&hl=pt-BR&rclk=1"
"Galvão & Silva Advocacia","advogado autônomo","Super Center, Condomínio do Ed Super C. Venancio 2000 - SCS Quadra 8 Bloco B Lotes 50/60, Salas 202 a 206 - Asa Sul, Brasília - DF, 70333-900","08002121700","atendimento@galvaoesilva.com","https://www.galvaoesilva.com/","https://www.google.com.br/maps/place/Galv%C3%A3o+%26+Silva+Advocacia/data=!4m7!3m6!1s0x935a3a4811905555:0x99e911b6ee0333d9!8m2!3d-15.7965421!4d-47.8930136!16s%2Fg%2F11b6hl58hw!19sChIJVVWQEUg6WpMR2TMD7rYR6Zk?authuser=0&hl=pt-BR&rclk=1"
"Edmilson Ferreira | Advogados Associados | Unidade Taguatinga - DF","advogado autônomo","Av. Comercial Norte, QNB, Edficio Noleto - Taguatinga, Brasília - DF, 72115-160","06132568361","contato@edmilsonferreira.adv.br","https://www.edmilsonferreira.adv.br/","https://www.google.com.br/maps/place/Edmilson+Ferreira+%7C+Advogados+Associados+%7C+Unidade+Taguatinga+-+DF/data=!4m7!3m6!1s0x935a32892303d54d:0xcdea33b5031f1a7f!8m2!3d-15.8178957!4d-48.0626617!16s%2Fg%2F11hd6znxgr!19sChIJTdUDI4kyWpMRfxofA7Uz6s0?authuser=0&hl=pt-BR&rclk=1"
"Alencar Advocacia","advogado autônomo","Quadra 01, Conjunto A, bloco F Setor Hoteleiro Norte Edifício VISION WORK & LIVE, SHN nº 1313 sala comercial, Brasília - DF, 70701-060","061991159444","contato@alencaradvogados.adv.br","https://www.alencaradvogados.adv.br/","https://www.google.com.br/maps/place/Alencar+Advocacia/data=!4m7!3m6!1s0x935a3b20ab1c8195:0xd0325b1355478471!8m2!3d-15.790244!4d-47.8841921!16s%2Fg%2F12q4x59nl!19sChIJlYEcqyA7WpMRcYRHVRNbMtA?authuser=0&hl=pt-BR&rclk=1"
"Rocha Advogados","advogado autônomo","Avenida D, 419 - Qd G11, Lt 01, Av. D, 4º Andar - St. Marista, Goiânia - GO, 74150-040","062992347835","contato@rochadvogados.com.br","http://www.rochadvogados.com.br/","https://www.google.com.br/maps/place/Rocha+Advogados/data=!4m7!3m6!1s0x935ef365f51e41e7:0x143fb0e6b628674f!8m2!3d-16.691663!4d-49.2665111!16s%2Fg%2F11bxd7sxq0!19sChIJ50Ee9WXzXpMRT2cotuawPxQ?authuser=0&hl=pt-BR&rclk=1"
"Advogado Ronaldo Abreu","advogado autônomo","Condomínio QS Tower - R. 72, 48 - Sala 1917 - Jardim Goiás, Goiânia - GO, 74810-180","062991403535","documentos@ronaldoabreu.adv.br","http://ronaldoabreu.adv.br/","https://www.google.com.br/maps/place/Advogado+Ronaldo+Abreu/data=!4m7!3m6!1s0x935ef7c3aae111fb:0xf0afed0449712a32!8m2!3d-16.7031375!4d-49.2331123!16s%2Fg%2F11h0y7sclf!19sChIJ-xHhqsP3XpMRMipxSQTtr_A?authuser=0&hl=pt-BR&rclk=1"
"ARAUJO & BACELLAR ADVOGADOS ASSOCIADOS S/S","advogado autônomo","R. da Liberdade, QD. 77 LT. 45 Nº 371 - Santa Genoveva, Goiânia - GO, 74670-810","062996768223","wa_advogados@hotmail.com","http://advbacellar.com.br/","https://www.google.com.br/maps/place/ARAUJO+%26+BACELLAR+ADVOGADOS+ASSOCIADOS+S%2FS/data=!4m7!3m6!1s0x935ef3b3aa61f49d:0xba4722f51e475aa!8m2!3d-16.645898!4d-49.245441!16s%2Fg%2F11f043lvdy!19sChIJnfRhqrPzXpMRqnXkUS9ypAs?authuser=0&hl=pt-BR&rclk=1"
"Jorge Santos Advogado","advogado autônomo","Av. Goiás, 174 - St. Central, Goiânia - GO, 74010-010","062981365011","contato@goianiaadvogado.com.br","http://www.goianiaadvogado.com.br/","https://www.google.com.br/maps/place/Jorge+Santos+Advogado/data=!4m7!3m6!1s0x935ef32267dc140f:0x9d7272a5a2829959!8m2!3d-16.677719!4d-49.2570488!16s%2Fg%2F11cs6lbjgs!19sChIJDxTcZyLzXpMRWZmCoqVycp0?authuser=0&hl=pt-BR&rclk=1"
"✅ Gutemberg Amorim Sociedade Individual de Advocacia – Soluções Jurídicas para Empresas e Pessoas","advogado autônomo","R. 3, 1022 - St. Oeste, Goiânia - GO, 74115-050","062981593736","contato@gutembergamorim.com.br","https://gutembergamorim.com.br/","https://www.google.com.br/maps/place/%E2%9C%85+Gutemberg+Amorim+Sociedade+Individual+de+Advocacia+%E2%80%93+Solu%C3%A7%C3%B5es+Jur%C3%ADdicas+para+Empresas+e+Pessoas/data=!4m7!3m6!1s0x935ef199f6439b6d:0xbe1ab657e931b880!8m2!3d-16.686942!4d-49.2631789!16s%2Fg%2F11kpl1_040!19sChIJbZtD9pnxXpMRgLgx6Ve2Gr4?authuser=0&hl=pt-BR&rclk=1"
"SUZART ANDRADE ADVOGADOS ASSOCIADOS - Salvador-BA","advogado autônomo","Edf Orixás Center - R. Clóvis Spínola, 40 - Centro, Salvador - BA, 40020-600","071983069000","suzartandradeadvocacia@gmail.com","https://adv.suzartandradeadvogados.com.br/consumidor","https://www.google.com.br/maps/place/SUZART+ANDRADE+ADVOGADOS+ASSOCIADOS+-+Salvador-BA/data=!4m7!3m6!1s0x71605b9c878bd87:0xc328bd54c3895c5a!8m2!3d-12.985998!4d-38.517473!16s%2Fg%2F11kgt0p44q!19sChIJh714yLkFFgcRWlyJw1S9KMM?authuser=0&hl=pt-BR&rclk=1"
"Ygor Rodrigues Advogados - Salvador Bahia","advogado autônomo","Rua Dr. José Serafim 62, Edf. Betel, 401 - Barra, Salvador - BA, 40140-890","071984231566","contato@yradv.com.br","https://yradv.com.br/","https://www.google.com.br/maps/place/Ygor+Rodrigues+Advogados+-+Salvador+Bahia/data=!4m7!3m6!1s0x71603289f150a6b:0xea2bf2c3af48cf3c!8m2!3d-13.0043659!4d-38.5239721!16s%2Fg%2F11rwjbqdbj!19sChIJawoVnygDFgcRPM9Ir8PyK-o?authuser=0&hl=pt-BR&rclk=1"
"SNBS Advogados | Advocacia Especializada em Salvador/BA","advogado autônomo","Ed. Liz Empresarial - R. Frederico Simões, 125 - sala 601 - Caminho das Árvores, Salvador - BA, 41820-774","07131132707","contato@snbs.adv.br","https://snbs.adv.br/","https://www.google.com.br/maps/place/SNBS+Advogados+%7C+Advocacia+Especializada+em+Salvador%2FBA/data=!4m7!3m6!1s0x7161b1adaadb6cf:0x5d2d29a29390101a!8m2!3d-12.9812208!4d-38.4539129!16s%2Fg%2F11g6ypllh6!19sChIJz7at2hobFgcRGhCQk6IpLV0?authuser=0&hl=pt-BR&rclk=1"
"Advogado em Salvador (BA)","advogado autônomo","Alameda Uberaba, 16 - Cabula, Salvador - BA, 41192-110","071996627515","contato@advogado.salvador.br","https://advogado.salvador.br/","https://www.google.com.br/maps/place/Advogado+em+Salvador+%28BA%29/data=!4m7!3m6!1s0x7161a94d1c47c59:0xeeb6aae8141777f9!8m2!3d-12.9559777!4d-38.462451!16s%2Fg%2F12hkgggg6!19sChIJWXzE0ZQaFgcR-XcXFOiqtu4?authuser=0&hl=pt-BR&rclk=1"
"Clínica Bela Vista","clínica odontológica","R. Condessa de São Joaquim, 339 - Bela Vista, São Paulo - SP, 01320-000","011989754251","contato@clinicabelavista.com.br","http://www.clinicabelavista.com/","https://www.google.com.br/maps/place/Cl%C3%ADnica+Bela+Vista/data=!4m7!3m6!1s0x94ce59afb586e677:0x86e220eb1dd3c1d1!8m2!3d-23.5575954!4d-46.640412!16s%2Fg%2F1pp2vjbvm!19sChIJd-aGta9ZzpQR0cHTHesg4oY?authuser=0&hl=pt-BR&rclk=1"
"Nippo Dents Clínica Odontológica | Melhores Dentistas | Implantes Dentários São Paulo","clínica odontológica","Av. Fagundes Filho, 141 - cj. 66 - São Judas, São Paulo - SP, 04304-010","011963263528","nippodents@gmail.com","https://nippodents.com.br/","https://www.google.com.br/maps/place/Nippo+Dents+Cl%C3%ADnica+Odontol%C3%B3gica+%7C+Melhores+Dentistas+%7C+Implantes+Dent%C3%A1rios+S%C3%A3o+Paulo/data=!4m7!3m6!1s0x94ce5af87b5b96b5:0x4c8f61042fe52350!8m2!3d-23.6265507!4d-46.6400251!16s%2Fg%2F11c20svbr6!19sChIJtZZbe_hazpQRUCPlLwRhj0w?authuser=0&hl=pt-BR&rclk=1"
"Dr. Victor Bechara - Dermatologista no Leblon","clínica odontológica","Av. Ataulfo de Paiva, 391 - sala 602 - Leblon, Rio de Janeiro - RJ, 22440-032","021999991639","contato@victorbechara.com.br","http://www.drvictorbechara.com.br/","https://www.google.com.br/maps/place/Dr.+Victor+Bechara+-+Dermatologista+no+Leblon/data=!4m7!3m6!1s0x9bd58894e899ad:0xc5efeaf32c1e4d09!8m2!3d-22.984294!4d-43.219706!16s%2Fg%2F11r_kpz_0m!19sChIJrZnolIjVmwARCU0eLPPq78U?authuser=0&hl=pt-BR&rclk=1"
"Clínica Odontológica Oral 360 Copacabana | Dentista","clínica odontológica","R. Figueiredo de Magalhães, 226 - Sobreloja, sala 201 a 205 - Copacabana, Rio de Janeiro - RJ, 22031-012","021998133001","faleconosco@oral360.com.br","http://www.oral360.com.br/","https://www.google.com.br/maps/place/Cl%C3%ADnica+Odontol%C3%B3gica+Oral+360+Copacabana+%7C+Dentista/data=!4m7!3m6!1s0x9bd55df880e3f3:0xcb61af14c378a4e1!8m2!3d-22.9700566!4d-43.1860331!16s%2Fg%2F11pqrr98q0!19sChIJ8-OA-F3VmwAR4aR4wxSvYcs?authuser=0&hl=pt-BR&rclk=1"
"Clínica Sorrio | Implante Dentário | Dentista de emergência | Clínica odontológica | Copacabana | Rio de Janeiro - RJ","clínica odontológica","R. Barata Ribeiro, 529 - Loja A - Copacabana, Rio de Janeiro - RJ, 22041-011","02139595277","contato@sorrio.com.br","https://www.sorrio.com.br/","https://www.google.com.br/maps/place/Cl%C3%ADnica+Sorrio+%7C+Implante+Dent%C3%A1rio+%7C+Dentista+de+emerg%C3%AAncia+%7C+Cl%C3%ADnica+odontol%C3%B3gica+%7C+Copacabana+%7C+Rio+de+Janeiro+-+RJ/data=!4m7!3m6!1s0x9bd544b8b870bd:0xc340e1fb3bc60719!8m2!3d-22.9705723!4d-43.1883009!16s%2Fg%2F1tdpn9hy!19sChIJvXC4uETVmwARGQfGO_vhQMM?authuser=0&hl=pt-BR&rclk=1"
