empresa,nicho,cidade,telefone,email,site,google_maps_url
"Garcia Advogados","escritório de advocacia","R. da Quitanda, número 03 - Gr. 501 - Centro, Rio de Janeiro - RJ, 20011-030","021998116211","contato@advogadorj.com","http://www.advogadorj.com/","https://www.google.com.br/maps/place/Garcia+Advogados/data=!4m7!3m6!1s0x997f5f9675393b:0x19a4ba053216bc38!8m2!3d-22.9053926!4d-43.1760683!16s%2Fg%2F1tk8pth6!19sChIJOzl1ll9_mQAROLwWMgW6pBk?authuser=0&hl=pt-BR&rclk=1"
"TFV Advogados Associados","escritório de advocacia","Street: - Rua Álvaro Alvim, n° 48 - Grupo 603/604 - Cinelândia, Rio de Janeiro - RJ, 20031-010","02131786879","contato@tfvadvogados.adv.br","http://tfvadvogados.adv.br/","https://www.google.com.br/maps/place/TFV+Advogados+Associados/data=!4m7!3m6!1s0x997f6197ed58ef:0xead38a71309b96ac!8m2!3d-22.910374!4d-43.176494!16s%2Fg%2F11vhgf_vq9!19sChIJ71jtl2F_mQARrJabMHGK0-o?authuser=0&hl=pt-BR&rclk=1"
"⚖️ MG Advogados | RJ | Escritório de Advocacia | Rio de Janeiro | Criminalista, Violência Doméstica, Civil e Trabalhista","escritório de advocacia","Av. Pres. Wilson, 231 - 14º andar - Centro, Rio de Janeiro - RJ, 20030-021","021997439963","contato@mederogarcia.adv.br","https://mederogarcia.adv.br/","https://www.google.com.br/maps/place/%E2%9A%96%EF%B8%8F+MG+Advogados+%7C+RJ+%7C+Escrit%C3%B3rio+de+Advocacia+%7C+Rio+de+Janeiro+%7C+Criminalista,+Viol%C3%AAncia+Dom%C3%A9stica,+Civil+e+Trabalhista/data=!4m7!3m6!1s0x9981dfa97b3175:0xa524014c4a50aa00!8m2!3d-22.9102461!4d-43.1726467!16s%2Fg%2F11k64s_yk2!19sChIJdTF7qd-BmQARAKpQSkwBJKU?authuser=0&hl=pt-BR&rclk=1"
"Bacim Picorelli Advogados","escritório de advocacia","Av. Pres. Antônio Carlos, 615 - grupo 602 - Centro, Rio de Janeiro - RJ, 20020-010","021966755823","contato@bacimpicorelli.com.br","https://bacimpicorelli.com.br/","https://www.google.com.br/maps/place/Bacim+Picorelli+Advogados/data=!4m7!3m6!1s0x9bd50d7723dc41:0x26bd29928c70b3c4!8m2!3d-22.905674!4d-43.1739611!16s%2Fg%2F11l6ljdsv0!19sChIJQdwjdw3VmwARxLNwjJIpvSY?authuser=0&hl=pt-BR&rclk=1"
"Brito & Raposo Advogados","escritório de advocacia","Av. Alm. Barroso, 97 - sala 710 - Centro, Rio de Janeiro - RJ, 20031-005","021980620790","brito_raposo@hotmail.com","https://britoeraposoadvocacia.com/","https://www.google.com.br/maps/place/Brito+%26+Raposo+Advogados/data=!4m7!3m6!1s0x99a7eee6be078b:0xf1676d41ca3f4b5!8m2!3d-22.9071434!4d-43.174525!16s%2Fg%2F11lkjz0ht2!19sChIJiwe-5u6nmQARtfSjHNR2Fg8?authuser=0&hl=pt-BR&rclk=1"
"Garcia Advogados","escritório de advocacia","R. da Quitanda, número 03 - Gr. 501 - Centro, Rio de Janeiro - RJ, 20011-030","021998116211","contato@advogadorj.com","http://www.advogadorj.com/","https://www.google.com.br/maps/place/Garcia+Advogados/data=!4m7!3m6!1s0x997f5f9675393b:0x19a4ba053216bc38!8m2!3d-22.9053926!4d-43.1760683!16s%2Fg%2F1tk8pth6!19sChIJOzl1ll9_mQAROLwWMgW6pBk?authuser=0&hl=pt-BR&rclk=1"
"Bacim Picorelli Advogados","escritório de advocacia","Av. Pres. Antônio Carlos, 615 - grupo 602 - Centro, Rio de Janeiro - RJ, 20020-010","021966755823","contato@bacimpicorelli.com.br","https://bacimpicorelli.com.br/","https://www.google.com.br/maps/place/Bacim+Picorelli+Advogados/data=!4m7!3m6!1s0x9bd50d7723dc41:0x26bd29928c70b3c4!8m2!3d-22.905674!4d-43.1739611!16s%2Fg%2F11l6ljdsv0!19sChIJQdwjdw3VmwARxLNwjJIpvSY?authuser=0&hl=pt-BR&rclk=1"
"Dra. Christiane Lima| Advocacia BH | Advogada Especialista em Direito de Familia","escritório de advocacia","R. Mato Grosso, 355 - Sala 1008 - Barro Preto, Belo Horizonte - MG, 30190-918","031984606465","contato@christianelimaadvocacia.com.br","https://christianelimaadvocacia.com.br/","https://www.google.com.br/maps/place/Dra.+Christiane+Lima%7C+Advocacia+BH+%7C+Advogada+Especialista+em+Direito+de+Familia/data=!4m7!3m6!1s0xa6971ca19489ef:0x4239a647b39b814!8m2!3d-19.921355!4d-43.9472233!16s%2Fg%2F11p12rzt5x!19sChIJ74mUoRyXpgARFLg5e2SaIwQ?authuser=0&hl=pt-BR&rclk=1"
"Gustavo Souza Advogados","escritório de advocacia","R. Araguari, 358 - Barro Preto, Belo Horizonte - MG, 30190-110","03131664553","%20contato@gustavosouzaadvogados.adv.br","http://www.gustavosouzaadvogados.com/","https://www.google.com.br/maps/place/Gustavo+Souza+Advogados/data=!4m7!3m6!1s0xa6975bf0a95555:0xc3ba360d6b294d29!8m2!3d-19.9211375!4d-43.9490617!16s%2Fg%2F11h3l_ckkx!19sChIJVVWp8FuXpgARKU0paw02usM?authuser=0&hl=pt-BR&rclk=1"
"Dra. Christiane Lima| Advocacia BH | Advogada Especialista em Direito de Familia","escritório de advocacia","R. Mato Grosso, 355 - Sala 1008 - Barro Preto, Belo Horizonte - MG, 30190-918","031984606465","contato@christianelimaadvocacia.com.br","https://christianelimaadvocacia.com.br/","https://www.google.com.br/maps/place/Dra.+Christiane+Lima%7C+Advocacia+BH+%7C+Advogada+Especialista+em+Direito+de+Familia/data=!4m7!3m6!1s0xa6971ca19489ef:0x4239a647b39b814!8m2!3d-19.921355!4d-43.9472233!16s%2Fg%2F11p12rzt5x!19sChIJ74mUoRyXpgARFLg5e2SaIwQ?authuser=0&hl=pt-BR&rclk=1"
"Duarte Advocacia - Advogada de Família e Sucessões | Escritório em BH | Atendimento em todo Brasil | + de 10 anos no Direito","escritório de advocacia","R. Rio Grande do Norte, 1435 - Sala 708 - Funcionários, Belo Horizonte - MG, 30130-138","031995784963","contato@kellyduarteadvocacia.com.br","https://kellyduarteadvocacia.com.br/","https://www.google.com.br/maps/place/Duarte+Advocacia+-+Advogada+de+Fam%C3%ADlia+e+Sucess%C3%B5es+%7C+Escrit%C3%B3rio+em+BH+%7C+Atendimento+em+todo+Brasil+%7C+%2B+de+10+anos+no+Direito/data=!4m7!3m6!1s0xa691be7f4f7dc7:0x3ab5e65c2626c34a!8m2!3d-19.9381209!4d-43.9324268!16s%2Fg%2F11w92_lh8k!19sChIJx31Pf76RpgARSsMmJlzmtTo?authuser=0&hl=pt-BR&rclk=1"
"Gustavo Souza Advogados","escritório de advocacia","R. Araguari, 358 - Barro Preto, Belo Horizonte - MG, 30190-110","03131664553","%20contato@gustavosouzaadvogados.adv.br","http://www.gustavosouzaadvogados.com/","https://www.google.com.br/maps/place/Gustavo+Souza+Advogados/data=!4m7!3m6!1s0xa6975bf0a95555:0xc3ba360d6b294d29!8m2!3d-19.9211375!4d-43.9490617!16s%2Fg%2F11h3l_ckkx!19sChIJVVWp8FuXpgARKU0paw02usM?authuser=0&hl=pt-BR&rclk=1"
"Escritório de Advocacia BH - Mattos & Campos Advogados","escritório de advocacia","Av. Portugal, 4273 - Sala 307 - Itapoã, Belo Horizonte - MG, 31710-400","031987889842","atendimento@mattosecamposadvogados.com.br","https://mattosecamposadvogados.com.br/","https://www.google.com.br/maps/place/Escrit%C3%B3rio+de+Advocacia+BH+-+Mattos+%26+Campos+Advogados/data=!4m7!3m6!1s0xa69106b1fb05f5:0x7c09a725d88ee61f!8m2!3d-19.8425923!4d-43.961632!16s%2Fg%2F11vpj9bx04!19sChIJ9QX7sQaRpgARH-aO2CWnCXw?authuser=0&hl=pt-BR&rclk=1"
"Duarte Advocacia - Advogada de Família e Sucessões | Escritório em BH | Atendimento em todo Brasil | + de 10 anos no Direito","escritório de advocacia","R. Rio Grande do Norte, 1435 - Sala 708 - Funcionários, Belo Horizonte - MG, 30130-138","031995784963","contato@kellyduarteadvocacia.com.br","https://kellyduarteadvocacia.com.br/","https://www.google.com.br/maps/place/Duarte+Advocacia+-+Advogada+de+Fam%C3%ADlia+e+Sucess%C3%B5es+%7C+Escrit%C3%B3rio+em+BH+%7C+Atendimento+em+todo+Brasil+%7C+%2B+de+10+anos+no+Direito/data=!4m7!3m6!1s0xa691be7f4f7dc7:0x3ab5e65c2626c34a!8m2!3d-19.9381209!4d-43.9324268!16s%2Fg%2F11w92_lh8k!19sChIJx31Pf76RpgARSsMmJlzmtTo?authuser=0&hl=pt-BR&rclk=1"
"Advogado Previdenciário BH","escritório de advocacia","R. Araguari, 358 - Barro Preto, Belo Horizonte - MG, 30190-110","031997074706","fredericolopesadv@gmail.com","https://advogadoprevidenciariobh.com.br/","https://www.google.com.br/maps/place/Advogado+Previdenci%C3%A1rio+BH/data=!4m7!3m6!1s0xa69919f337f12b:0x105384d561f42167!8m2!3d-19.9211375!4d-43.9490617!16s%2Fg%2F11t85nzml9!19sChIJK_E38xmZpgARZyH0YdWEUxA?authuser=0&hl=pt-BR&rclk=1"
"Escritório de Advocacia BH - Mattos & Campos Advogados","escritório de advocacia","Av. Portugal, 4273 - Sala 307 - Itapoã, Belo Horizonte - MG, 31710-400","031987889842","atendimento@mattosecamposadvogados.com.br","https://mattosecamposadvogados.com.br/","https://www.google.com.br/maps/place/Escrit%C3%B3rio+de+Advocacia+BH+-+Mattos+%26+Campos+Advogados/data=!4m7!3m6!1s0xa69106b1fb05f5:0x7c09a725d88ee61f!8m2!3d-19.8425923!4d-43.961632!16s%2Fg%2F11vpj9bx04!19sChIJ9QX7sQaRpgARH-aO2CWnCXw?authuser=0&hl=pt-BR&rclk=1"
"Alkmim & Ramos Advocacia","escritório de advocacia","R. dos Tamóios, 462 - Salas 207 e 208 - Centro, Belo Horizonte - MG, 30120-054","031984557221","contato@alkmimramos.com.br","http://www.alkmimramos.com.br/","https://www.google.com.br/maps/place/Alkmim+%26+Ramos+Advocacia/data=!4m7!3m6!1s0xa69930522cb07b:0xc3786a2d7010ca2e!8m2!3d-19.9197732!4d-43.9407178!16s%2Fg%2F11yck529wk!19sChIJe7AsUjCZpgARLsoQcC1qeMM?authuser=0&hl=pt-BR&rclk=1"
"Advogado Previdenciário BH","escritório de advocacia","R. Araguari, 358 - Barro Preto, Belo Horizonte - MG, 30190-110","031997074706","fredericolopesadv@gmail.com","https://advogadoprevidenciariobh.com.br/","https://www.google.com.br/maps/place/Advogado+Previdenci%C3%A1rio+BH/data=!4m7!3m6!1s0xa69919f337f12b:0x105384d561f42167!8m2!3d-19.9211375!4d-43.9490617!16s%2Fg%2F11t85nzml9!19sChIJK_E38xmZpgARZyH0YdWEUxA?authuser=0&hl=pt-BR&rclk=1"
"Alkmim & Ramos Advocacia","escritório de advocacia","R. dos Tamóios, 462 - Salas 207 e 208 - Centro, Belo Horizonte - MG, 30120-054","031984557221","contato@alkmimramos.com.br","http://www.alkmimramos.com.br/","https://www.google.com.br/maps/place/Alkmim+%26+Ramos+Advocacia/data=!4m7!3m6!1s0xa69930522cb07b:0xc3786a2d7010ca2e!8m2!3d-19.9197732!4d-43.9407178!16s%2Fg%2F11yck529wk!19sChIJe7AsUjCZpgARLsoQcC1qeMM?authuser=0&hl=pt-BR&rclk=1"
"Ricardo Santos Lima - Advogado de Família em Curitiba","escritório de advocacia","Edifício Neo Corporate - R. Heitor Stockler de França, nº 396 - Sala nº 1305 - Centro Cívico, Curitiba - PR, 80030-030","041988538575","eduardascheliga.arq@gmail.com","https://ricardosantoslima.adv.br/","https://www.google.com.br/maps/place/Ricardo+Santos+Lima+-+Advogado+de+Fam%C3%ADlia+em+Curitiba/data=!4m7!3m6!1s0x94dce41bd879c8f3:0x8e3302345ed7516d!8m2!3d-25.420228!4d-49.2685505!16s%2Fg%2F11f26wk2v9!19sChIJ88h52Bvk3JQRbVHXXjQCM44?authuser=0&hl=pt-BR&rclk=1"
"Ricardo Santos Lima - Advogado de Família em Curitiba","escritório de advocacia","Edifício Neo Corporate - R. Heitor Stockler de França, nº 396 - Sala nº 1305 - Centro Cívico, Curitiba - PR, 80030-030","041988538575","eduardascheliga.arq@gmail.com","https://ricardosantoslima.adv.br/","https://www.google.com.br/maps/place/Ricardo+Santos+Lima+-+Advogado+de+Fam%C3%ADlia+em+Curitiba/data=!4m7!3m6!1s0x94dce41bd879c8f3:0x8e3302345ed7516d!8m2!3d-25.420228!4d-49.2685505!16s%2Fg%2F11f26wk2v9!19sChIJ88h52Bvk3JQRbVHXXjQCM44?authuser=0&hl=pt-BR&rclk=1"
"Sangiogo Advogados Associados","escritório de advocacia","R. Ramiro Barcelos, 805 - Independência, Porto Alegre - RS, 90035-001","05133110406","faleconosco@sangiogoadvogados.com.br","https://www.sangiogoadvogados.com.br/","https://www.google.com.br/maps/place/Sangiogo+Advogados+Associados/data=!4m7!3m6!1s0x951979b03f7e6787:0xa32bc528704aa1b7!8m2!3d-30.0261997!4d-51.2097957!16s%2Fg%2F11g_37f53!19sChIJh2d-P7B5GZURt6FKcCjFK6M?authuser=0&hl=pt-BR&rclk=1"
"Sangiogo Advogados Associados","escritório de advocacia","R. Ramiro Barcelos, 805 - Independência, Porto Alegre - RS, 90035-001","05133110406","faleconosco@sangiogoadvogados.com.br","https://www.sangiogoadvogados.com.br/","https://www.google.com.br/maps/place/Sangiogo+Advogados+Associados/data=!4m7!3m6!1s0x951979b03f7e6787:0xa32bc528704aa1b7!8m2!3d-30.0261997!4d-51.2097957!16s%2Fg%2F11g_37f53!19sChIJh2d-P7B5GZURt6FKcCjFK6M?authuser=0&hl=pt-BR&rclk=1"
"Daniel Flores Saccol advogados & associados","escritório de advocacia","R. Gen. Vitorino, 77 - Centro Histórico, Porto Alegre - RS, 90020-171","051998945571","DanielFloresSaccol@hotmail.com","https://saccol.adv.br/","https://www.google.com.br/maps/place/Daniel+Flores+Saccol+advogados+%26+associados/data=!4m7!3m6!1s0x95197908a9dca909:0xe8d6e2b25798cc81!8m2!3d-30.0303714!4d-51.2261089!16s%2Fg%2F11b75b_w9y!19sChIJCancqQh5GZURgcyYV7Li1ug?authuser=0&hl=pt-BR&rclk=1"
"Daniel Flores Saccol advogados & associados","escritório de advocacia","R. Gen. Vitorino, 77 - Centro Histórico, Porto Alegre - RS, 90020-171","051998945571","DanielFloresSaccol@hotmail.com","https://saccol.adv.br/","https://www.google.com.br/maps/place/Daniel+Flores+Saccol+advogados+%26+associados/data=!4m7!3m6!1s0x95197908a9dca909:0xe8d6e2b25798cc81!8m2!3d-30.0303714!4d-51.2261089!16s%2Fg%2F11b75b_w9y!19sChIJCancqQh5GZURgcyYV7Li1ug?authuser=0&hl=pt-BR&rclk=1"
"JGS - Escritório de Advocacia em Porto Alegre","escritório de advocacia","Av. Assis Brasil, 3535 - Sala 518 - Jardim Lindóia, Porto Alegre - RS, 91010-007","08002822245","contato@jgsadvogados.com.br","https://jgsadvogados.com.br/","https://www.google.com.br/maps/place/JGS+-+Escrit%C3%B3rio+de+Advocacia+em+Porto+Alegre/data=!4m7!3m6!1s0x951977cfbdcf784f:0x3ad5d410d5524540!8m2!3d-30.0107582!4d-51.1514653!16s%2Fg%2F11p18m4b9k!19sChIJT3jPvc93GZURQEVS1RDU1To?authuser=0&hl=pt-BR&rclk=1"
"JGS - Escritório de Advocacia em Porto Alegre","escritório de advocacia","Av. Assis Brasil, 3535 - Sala 518 - Jardim Lindóia, Porto Alegre - RS, 91010-007","08002822245","contato@jgsadvogados.com.br","https://jgsadvogados.com.br/","https://www.google.com.br/maps/place/JGS+-+Escrit%C3%B3rio+de+Advocacia+em+Porto+Alegre/data=!4m7!3m6!1s0x951977cfbdcf784f:0x3ad5d410d5524540!8m2!3d-30.0107582!4d-51.1514653!16s%2Fg%2F11p18m4b9k!19sChIJT3jPvc93GZURQEVS1RDU1To?authuser=0&hl=pt-BR&rclk=1"
"Terra Advocacia","escritório de advocacia","R. Mostardeiro, 157 - Cj 1101 - Moinhos de Vento, Porto Alegre - RS, 90430-001","","contato@terradvocacia.com.br","https://terradvocacia.com.br/","https://www.google.com.br/maps/place/Terra+Advocacia/data=!4m7!3m6!1s0x95197997f2a02087:0x63df1c55f25684cf!8m2!3d-30.029063!4d-51.205577!16s%2Fg%2F11vddlg0qx!19sChIJhyCg8pd5GZURz4RW8lUc32M?authuser=0&hl=pt-BR&rclk=1"
"Terra Advocacia","escritório de advocacia","R. Mostardeiro, 157 - Cj 1101 - Moinhos de Vento, Porto Alegre - RS, 90430-001","","contato@terradvocacia.com.br","https://terradvocacia.com.br/","https://www.google.com.br/maps/place/Terra+Advocacia/data=!4m7!3m6!1s0x95197997f2a02087:0x63df1c55f25684cf!8m2!3d-30.029063!4d-51.205577!16s%2Fg%2F11vddlg0qx!19sChIJhyCg8pd5GZURz4RW8lUc32M?authuser=0&hl=pt-BR&rclk=1"
"Galvão & Silva Advocacia","escritório de advocacia","Super Center, Condomínio do Ed Super C. Venancio 2000 - SCS Quadra 8 Bloco B Lotes 50/60, Salas 202 a 206 - Asa Sul, Brasília - DF, 70333-900","08002121700","atendimento@galvaoesilva.com","https://www.galvaoesilva.com/","https://www.google.com.br/maps/place/Galv%C3%A3o+%26+Silva+Advocacia/data=!4m7!3m6!1s0x935a3a4811905555:0x99e911b6ee0333d9!8m2!3d-15.7965421!4d-47.8930136!16s%2Fg%2F11b6hl58hw!19sChIJVVWQEUg6WpMR2TMD7rYR6Zk?authuser=0&hl=pt-BR&rclk=1"
"Galvão & Silva Advocacia","escritório de advocacia","Super Center, Condomínio do Ed Super C. Venancio 2000 - SCS Quadra 8 Bloco B Lotes 50/60, Salas 202 a 206 - Asa Sul, Brasília - DF, 70333-900","08002121700","atendimento@galvaoesilva.com","https://www.galvaoesilva.com/","https://www.google.com.br/maps/place/Galv%C3%A3o+%26+Silva+Advocacia/data=!4m7!3m6!1s0x935a3a4811905555:0x99e911b6ee0333d9!8m2!3d-15.7965421!4d-47.8930136!16s%2Fg%2F11b6hl58hw!19sChIJVVWQEUg6WpMR2TMD7rYR6Zk?authuser=0&hl=pt-BR&rclk=1"
"Rodrigues Cunha & Tavares Advogados Associados_Direito à Saúde_Condominial_ Empresarial_Trabalhista_Previdenciário_Tributário","escritório de advocacia","Centro Empresarial Brasília - Setor de Rádio e Televisão Sul Quadra 701 CENTRO EMPRESARIAL Conj. D, salas 621, 721, 722, 723, 725 e 727 - Asa Sul, Brasília - DF, 70340-907","061993089107","contato@rctadvogados.com.br","http://www.rctadvogados.com.br/","https://www.google.com.br/maps/place/Rodrigues+Cunha+%26+Tavares+Advogados+Associados_Direito+%C3%A0+Sa%C3%BAde_Condominial_+Empresarial_Trabalhista_Previdenci%C3%A1rio_Tribut%C3%A1rio/data=!4m7!3m6!1s0x935a33a2303a99e1:0xa19a9250b70977d7!8m2!3d-15.7968182!4d-47.894124!16s%2Fg%2F11mvg0lmjl!19sChIJ4Zk6MKIzWpMR13cJt1CSmqE?authuser=0&hl=pt-BR&rclk=1"
"Rodrigues Cunha & Tavares Advogados Associados_Direito à Saúde_Condominial_ Empresarial_Trabalhista_Previdenciário_Tributário","escritório de advocacia","Centro Empresarial Brasília - Setor de Rádio e Televisão Sul Quadra 701 CENTRO EMPRESARIAL Conj. D, salas 621, 721, 722, 723, 725 e 727 - Asa Sul, Brasília - DF, 70340-907","061993089107","contato@rctadvogados.com.br","http://www.rctadvogados.com.br/","https://www.google.com.br/maps/place/Rodrigues+Cunha+%26+Tavares+Advogados+Associados_Direito+%C3%A0+Sa%C3%BAde_Condominial_+Empresarial_Trabalhista_Previdenci%C3%A1rio_Tribut%C3%A1rio/data=!4m7!3m6!1s0x935a33a2303a99e1:0xa19a9250b70977d7!8m2!3d-15.7968182!4d-47.894124!16s%2Fg%2F11mvg0lmjl!19sChIJ4Zk6MKIzWpMR13cJt1CSmqE?authuser=0&hl=pt-BR&rclk=1"
"Barrozo Advocacia","escritório de advocacia","SIG Lotes 420, 430 e 440 Ed. City Offices, térreo, loja 02, Brasília - DF, 70610-420","06131420560","contato@barrozo.adv.br","http://www.barrozo.adv.br/","https://www.google.com.br/maps/place/Barrozo+Advocacia/data=!4m7!3m6!1s0x935a255f29e07ff7:0x3ff5f95efb06d211!8m2!3d-15.7890837!4d-47.9109715!16s%2Fg%2F11f35bl7_6!19sChIJ93_gKV8lWpMREdIG-1759T8?authuser=0&hl=pt-BR&rclk=1"
"Barrozo Advocacia","escritório de advocacia","SIG Lotes 420, 430 e 440 Ed. City Offices, térreo, loja 02, Brasília - DF, 70610-420","06131420560","contato@barrozo.adv.br","http://www.barrozo.adv.br/","https://www.google.com.br/maps/place/Barrozo+Advocacia/data=!4m7!3m6!1s0x935a255f29e07ff7:0x3ff5f95efb06d211!8m2!3d-15.7890837!4d-47.9109715!16s%2Fg%2F11f35bl7_6!19sChIJ93_gKV8lWpMREdIG-1759T8?authuser=0&hl=pt-BR&rclk=1"
"Fernandes Advocacia | Escritório de Advocacia","escritório de advocacia","R. Polônia, Quadra 130, Lote 20, casa 01 - Jardim Europa, Goiânia - GO, 74330-310","062985720265","contato@fernandesadv.com.br","https://fernandesadvocaciago.com.br/","https://www.google.com.br/maps/place/Fernandes+Advocacia+%7C+Escrit%C3%B3rio+de+Advocacia/data=!4m7!3m6!1s0x935ef73afab77a8d:0x9a2be63135555ae7!8m2!3d-16.7189515!4d-49.3081744!16s%2Fg%2F11k3fn50_0!19sChIJjXq3-jr3XpMR51pVNTHmK5o?authuser=0&hl=pt-BR&rclk=1"
"Fernandes Advocacia | Escritório de Advocacia","escritório de advocacia","R. Polônia, Quadra 130, Lote 20, casa 01 - Jardim Europa, Goiânia - GO, 74330-310","062985720265","contato@fernandesadv.com.br","https://fernandesadvocaciago.com.br/","https://www.google.com.br/maps/place/Fernandes+Advocacia+%7C+Escrit%C3%B3rio+de+Advocacia/data=!4m7!3m6!1s0x935ef73afab77a8d:0x9a2be63135555ae7!8m2!3d-16.7189515!4d-49.3081744!16s%2Fg%2F11k3fn50_0!19sChIJjXq3-jr3XpMR51pVNTHmK5o?authuser=0&hl=pt-BR&rclk=1"
"Advogado Bancário Goiânia | Andrade Moraes Advocacia Especialista","escritório de advocacia","Ed. Aton Business Style - R. João de Abreu, 192 - St. Oeste, Goiânia - GO, 74120-110 - St. Oeste, Goiânia - GO, 74120-110","06234139847","contato@andrademoraesadvocacia.com.br","https://andrademoraesadvocacia.com.br/revisao-de-juros/","https://www.google.com.br/maps/place/Advogado+Banc%C3%A1rio+Goi%C3%A2nia+%7C+Andrade+Moraes+Advocacia+Especialista/data=!4m7!3m6!1s0x935ef38eeab0ef17:0x6d21b13a0efe8db!8m2!3d-16.6888991!4d-49.2659616!16s%2Fg%2F11vf7x99kw!19sChIJF--w6o7zXpMR2-jvoBMb0gY?authuser=0&hl=pt-BR&rclk=1"
"Advogado Bancário Goiânia | Andrade Moraes Advocacia Especialista","escritório de advocacia","Ed. Aton Business Style - R. João de Abreu, 192 - St. Oeste, Goiânia - GO, 74120-110 - St. Oeste, Goiânia - GO, 74120-110","06234139847","contato@andrademoraesadvocacia.com.br","https://andrademoraesadvocacia.com.br/revisao-de-juros/","https://www.google.com.br/maps/place/Advogado+Banc%C3%A1rio+Goi%C3%A2nia+%7C+Andrade+Moraes+Advocacia+Especialista/data=!4m7!3m6!1s0x935ef38eeab0ef17:0x6d21b13a0efe8db!8m2!3d-16.6888991!4d-49.2659616!16s%2Fg%2F11vf7x99kw!19sChIJF--w6o7zXpMR2-jvoBMb0gY?authuser=0&hl=pt-BR&rclk=1"
"NAVES ADVOGADOS ASSOCIADOS","escritório de advocacia","Lozandes Shopping Av. Olinda, 960 - Park Lozandes, SALA 1212-B - Setor Parque Lozandes, Goiânia - GO, 74884-120","062982069066","victornaves@navesadv.com.br","https://navesadv.com.br/","https://www.google.com.br/maps/place/NAVES+ADVOGADOS+ASSOCIADOS/data=!4m7!3m6!1s0x935ef126ffd34e89:0x3769e212866ead68!8m2!3d-16.6980785!4d-49.2238402!16s%2Fg%2F11c6f9rsb4!19sChIJiU7T_ybxXpMRaK1uhhLiaTc?authuser=0&hl=pt-BR&rclk=1"
"NAVES ADVOGADOS ASSOCIADOS","escritório de advocacia","Lozandes Shopping Av. Olinda, 960 - Park Lozandes, SALA 1212-B - Setor Parque Lozandes, Goiânia - GO, 74884-120","062982069066","victornaves@navesadv.com.br","https://navesadv.com.br/","https://www.google.com.br/maps/place/NAVES+ADVOGADOS+ASSOCIADOS/data=!4m7!3m6!1s0x935ef126ffd34e89:0x3769e212866ead68!8m2!3d-16.6980785!4d-49.2238402!16s%2Fg%2F11c6f9rsb4!19sChIJiU7T_ybxXpMRaK1uhhLiaTc?authuser=0&hl=pt-BR&rclk=1"
"Carine Piñeiro - Advogada de Família em Salvador","escritório de advocacia","Condomínio Edificio Forum Empresarial - Av. Joana Angélica, 902 - SALA D - Nazaré, Salvador - BA, 40050-000","071991579857","contato@carinepineiro.com.br","https://carinepineiro.com.br/","https://www.google.com.br/maps/place/Carine+Pi%C3%B1eiro+-+Advogada+de+Fam%C3%ADlia+em+Salvador/data=!4m7!3m6!1s0x71605a02688fc6b:0x648570386e1f0d15!8m2!3d-12.9794786!4d-38.507626!16s%2Fg%2F11hpd9clwn!19sChIJa_yIJqAFFgcRFQ0fbjhwhWQ?authuser=0&hl=pt-BR&rclk=1"
"Carine Piñeiro - Advogada de Família em Salvador","escritório de advocacia","Condomínio Edificio Forum Empresarial - Av. Joana Angélica, 902 - SALA D - Nazaré, Salvador - BA, 40050-000","071991579857","contato@carinepineiro.com.br","https://carinepineiro.com.br/","https://www.google.com.br/maps/place/Carine+Pi%C3%B1eiro+-+Advogada+de+Fam%C3%ADlia+em+Salvador/data=!4m7!3m6!1s0x71605a02688fc6b:0x648570386e1f0d15!8m2!3d-12.9794786!4d-38.507626!16s%2Fg%2F11hpd9clwn!19sChIJa_yIJqAFFgcRFQ0fbjhwhWQ?authuser=0&hl=pt-BR&rclk=1"
"CARDOSO ADVOCACIA","escritório de advocacia","R. Alceu Amoroso Lima, 668 - 1105 e 1104 - Caminho das Árvores, Salvador - BA, 41820-770","071996950180","contato@cardosoadvocacia.com.br","http://cardosoadvocacia.com.br/","https://www.google.com.br/maps/place/CARDOSO+ADVOCACIA/data=!4m7!3m6!1s0x7161b1ad310b619:0x209174fab94000e3!8m2!3d-12.9813154!4d-38.4534422!16s%2Fg%2F11cndbw177!19sChIJGbYQ0xobFgcR4wBAufp0kSA?authuser=0&hl=pt-BR&rclk=1"
"Lins Advocacia","escritório de advocacia","Av. Visc. de Suassuna, 330 - Santo Amaro, Recife - PE, 50050-540","08134238629","contato@linsadvocacia.com","http://www.linsadvocacia.com/","https://www.google.com.br/maps/place/Lins+Advocacia/data=!4m7!3m6!1s0x7ab18eb32eaa66d:0x95ddf3c6004f2ede!8m2!3d-8.0535225!4d-34.8847418!16s%2Fg%2F1ptz04n8z!19sChIJbabqMusYqwcR3i5PAMbz3ZU?authuser=0&hl=pt-BR&rclk=1"
"Da Fonte Advogados - unidade Recife","escritório de advocacia","Av. Antônio de Góes, 60 - Empresarial JCPM, Recife - PE, 51010-000","08121260092","contato@dafonteadv.com.br","http://www.dafonteadv.com.br/","https://www.google.com.br/maps/place/Da+Fonte+Advogados+-+unidade+Recife/data=!4m7!3m6!1s0x7ab18d007ffffd9:0x14700efbbeb837c1!8m2!3d-8.0896762!4d-34.8819002!16s%2Fg%2F1tfp2nqd!19sChIJ2f__B9AYqwcRwTe4vvsOcBQ?authuser=0&hl=pt-BR&rclk=1"
